date,value
2025-12-18,42.371428571428574
2025-12-19,44.199999999999996
2025-12-22,54.88571428571429
2025-12-23,58.57142857142857
2025-12-24,58.0
2025-12-26,54.857142857142854
2025-12-29,47.885714285714286
2025-12-30,46.114285714285714
2025-12-31,43.25714285714286
2026-01-02,45.22857142857142
2026-01-05,47.60000000000001
2026-01-06,52.857142857142854
2026-01-07,48.57142857142857
2026-01-08,48.371428571428574
2026-01-09,54.114285714285714
2026-01-12,58.0
2026-01-13,59.085714285714296
2026-01-14,58.62857142857143
2026-01-15,63.65714285714286
2026-01-16,63.77142857142858
2026-01-20,50.85714285714287
2026-01-21,53.857142857142854
2026-01-22,54.771428571428565
2026-01-23,54.885714285714286
2026-01-26,57.65714285714286
2026-01-27,64.97142857142858
2026-01-28,65.54285714285713
2026-01-29,63.82857142857143
2026-01-30,58.60000000000001
2026-02-02,63.40000000000001
2026-02-03,43.34285714285714
2026-02-04,47.228571428571435
2026-02-05,34.94285714285714
2026-02-06,45.371428571428574
2026-02-09,48.4857142857143
2026-02-10,47.228571428571435
2026-02-11,49.91428571428571
2026-02-12,36.357142857142854
2026-02-13,33.84285714285714
2026-02-17,33.31428571428572
2026-02-18,34.157142857142865
2026-02-19,34.400000000000006
2026-02-20,42.34285714285715
2026-02-23,32.542857142857144
2026-02-24,40.25714285714286
2026-02-25,43.142857142857146
2026-02-26,42.91428571428571
2026-02-27,41.17142857142857
2026-03-02,34.285714285714285
2026-03-03,31.628571428571426
2026-03-04,33.07142857142857
2026-03-05,31.62857142857143
2026-03-06,25.25714285714286
2026-03-09,22.228571428571428
2026-03-10,20.271428571428572
2026-03-11,18.314285714285713
2026-03-12,21.1464285714286
2026-03-13,16.671428571428574
2026-03-16,23.914285714285718
2026-03-17,22.88571428571429
2026-03-18,13.614285714285714
2026-03-19,18.314285714285713
2026-03-20,8.4
2026-03-23,11.62857142857143
2026-03-24,10.35714285714286
2026-03-25,16.542857142857144
2026-03-26,10.257142857142858
2026-03-27,8.171428571428573
2026-03-30,5.771428571428572
2026-03-31,14.885714285714284
2026-04-01,15.857142857142858
2026-04-02,18.285714285714285
2026-04-03,23.7428571428571
2026-04-06,21.85714285714286
2026-04-07,21.571428571428573
2026-04-08,29.171428571428574
2026-04-09,33.800000000000004
2026-04-10,38.05714285714286
2026-04-13,40.971428571428575
2026-04-14,47.25714285714286
2026-04-15,56.2
2026-04-16,61.48571428571429
2026-04-17,68.57142857142858
2026-04-20,69.97142857142858
2026-04-21,67.57142857142858
2026-04-22,68.45714285714286
2026-04-23,66.17142857142856
2026-04-24,65.4
2026-04-27,66.28571428571429
2026-04-28,67.42857142857142
2026-04-29,66.22857142857143
2026-04-30,69.51428571428572
2026-05-01,71.17142857142856
2026-05-04,66.88571428571429
2026-05-05,67.25714285714287
2026-05-06,68.74285714285715
2026-05-07,67.28571428571429
2026-05-08,67.28571428571429
2026-05-11,66.62857142857143
2026-05-12,65.68571428571428
2026-05-13,64.97142857142858
2026-05-14,65.91428571428573
2026-05-15,63.22857142857142
2026-05-18,61.5714285714286
2026-05-19,59.3714285714286
2026-05-20,60.2571428571429
2026-05-21,58.0571428571429
2026-05-22,58.9714285714286
2026-05-26,60.9142857142857
2026-05-27,60.6
2026-05-28,60.0857142857143
2026-05-29,59.5142857142857
2026-06-01,56.5428571428571
2026-06-02,56.0571428571429
2026-06-03,53.0285714285714
2026-06-04,53.8857142857143
2026-06-05,41.7714285714286
2026-06-08,42.9428571428571
